id,ling_id,property_id,value,group_id,creator_id
20899,46,0,4,group_1,user_0_6
20902,40,24,4,group_1,user_0_7
20903,42,32,3,group_1,user_0_6
20905,18,24,1,group_1,user_0_3
20908,38,24,1,group_1,user_0_7
20909,4,24,4,group_1,user_0_3
20910,3,38,1,group_1,user_0_9
20911,42,0,0,group_1,user_0_4
20912,31,28,1,group_1,user_0_6
20913,30,7,2,group_1,user_0_0
20914,42,25,4,group_1,user_0_0
20917,42,7,2,group_1,user_0_9
20919,46,32,3,group_1,user_0_7
20920,48,4,0,group_1,user_0_0
20922,38,33,1,group_1,user_0_3
20923,29,33,3,group_1,user_0_8
20925,19,33,1,group_1,user_0_2
20928,24,28,3,group_1,user_0_4
20929,13,38,2,group_1,user_0_7
20932,20,27,4,group_1,user_0_2
20933,47,24,4,group_1,user_0_1
20935,3,36,3,group_1,user_0_0
20940,8,38,2,group_1,user_0_4
20942,4,27,2,group_1,user_0_5
20946,25,4,1,group_1,user_0_4
20948,30,28,2,group_1,user_0_4
20950,42,27,0,group_1,user_0_0
20953,18,24,0,group_1,user_0_3
20957,31,25,0,group_1,user_0_7
20958,15,4,1,group_1,user_0_1
20959,31,0,0,group_1,user_0_1
20960,40,2,4,group_1,user_0_5
20961,8,9,4,group_1,user_0_3
20964,18,33,3,group_1,user_0_6
20965,9,9,1,group_1,user_0_5
20966,18,4,0,group_1,user_0_3
20968,29,25,3,group_1,user_0_7
20970,18,7,3,group_1,user_0_9
20971,18,32,4,group_1,user_0_1
20973,29,7,1,group_1,user_0_8
20975,31,27,3,group_1,user_0_1
20976,31,7,0,group_1,user_0_2
20980,30,4,4,group_1,user_0_4
20982,9,2,2,group_1,user_0_9
20985,42,27,3,group_1,user_0_0
20986,30,2,4,group_1,user_0_7
20987,40,7,0,group_1,user_0_2
20988,32,9,4,group_1,user_0_8
20993,20,32,1,group_1,user_0_1
20995,40,27,2,group_1,user_0_4
20996,30,25,4,group_1,user_0_8
20997,30,25,2,group_1,user_0_5
20998,8,4,4,group_1,user_0_9
20999,48,4,2,group_1,user_0_7
21002,4,7,2,group_1,user_0_4
21003,38,28,3,group_1,user_0_8
21004,40,33,0,group_1,user_0_2
21005,40,27,0,group_1,user_0_1
21008,30,2,3,group_1,user_0_5
21010,34,36,1,group_1,user_0_1
21014,8,2,2,group_1,user_0_7
21015,9,24,4,group_1,user_0_4
21016,15,4,4,group_1,user_0_4
21017,40,27,3,group_1,user_0_8
21019,34,32,2,group_1,user_0_0
21026,34,32,3,group_1,user_0_7
21031,13,27,2,group_1,user_0_2
21032,4,24,2,group_1,user_0_0
21035,19,32,2,group_1,user_0_7
21039,8,27,4,group_1,user_0_3
21041,29,36,1,group_1,user_0_3
21043,4,2,0,group_1,user_0_5
21044,47,33,4,group_1,user_0_1
21045,24,4,4,group_1,user_0_9
21046,8,28,2,group_1,user_0_0
21047,34,25,4,group_1,user_0_0
21049,3,7,3,group_1,user_0_6
21052,9,9,4,group_1,user_0_3
21053,42,7,0,group_1,user_0_1
21054,46,9,4,group_1,user_0_9
21055,3,24,2,group_1,user_0_3
21056,32,27,2,group_1,user_0_3
21059,48,38,2,group_1,user_0_8
21062,30,27,3,group_1,user_0_8
21063,3,27,4,group_1,user_0_8
21064,48,28,1,group_1,user_0_3
21068,40,32,4,group_1,user_0_6
21071,42,33,3,group_1,user_0_5
21074,29,36,3,group_1,user_0_2
21075,38,32,1,group_1,user_0_2
21077,32,38,2,group_1,user_0_1
21082,8,27,1,group_1,user_0_9
21084,32,0,3,group_1,user_0_8
21085,29,38,2,group_1,user_0_0
21086,4,27,4,group_1,user_0_8
21088,20,27,1,group_1,user_0_1
21091,3,24,3,group_1,user_0_3
21092,19,2,1,group_1,user_0_8
21099,42,38,0,group_1,user_0_8
21102,3,27,2,group_1,user_0_6
21104,15,36,4,group_1,user_0_0
21105,8,25,1,group_1,user_0_1
21111,15,24,2,group_1,user_0_4
21112,48,32,1,group_1,user_0_8
21113,38,2,1,group_1,user_0_6
21114,42,24,1,group_1,user_0_6
21118,46,9,2,group_1,user_0_6
21119,19,24,3,group_1,user_0_5
21121,4,36,3,group_1,user_0_3
21122,15,33,3,group_1,user_0_7
21123,15,36,0,group_1,user_0_1
21124,19,7,2,group_1,user_0_3
21126,31,0,2,group_1,user_0_2
21129,9,0,3,group_1,user_0_4
21132,19,24,4,group_1,user_0_2
21133,29,4,0,group_1,user_0_8
21135,30,36,2,group_1,user_0_3
21138,3,38,3,group_1,user_0_8
21141,9,33,4,group_1,user_0_2
21145,13,32,4,group_1,user_0_5
21149,18,32,0,group_1,user_0_0
21150,32,33,1,group_1,user_0_5
21151,15,4,3,group_1,user_0_4
21152,34,2,3,group_1,user_0_2
21153,4,38,0,group_1,user_0_8
21157,4,25,2,group_1,user_0_1
21158,47,38,1,group_1,user_0_0
21160,30,38,1,group_1,user_0_0
21161,30,28,4,group_1,user_0_7
21165,30,9,0,group_1,user_0_1
21166,32,4,1,group_1,user_0_2
21167,4,33,2,group_1,user_0_7
21168,34,9,2,group_1,user_0_3
21169,30,7,4,group_1,user_0_1
21172,40,2,3,group_1,user_0_3
21174,20,36,2,group_1,user_0_1
21175,3,0,4,group_1,user_0_3
21178,42,33,0,group_1,user_0_4
21180,32,4,0,group_1,user_0_6
21183,3,4,0,group_1,user_0_8
21184,4,32,3,group_1,user_0_1
21186,19,9,2,group_1,user_0_6
21188,25,27,1,group_1,user_0_5
21189,9,24,1,group_1,user_0_8
21190,13,28,4,group_1,user_0_3
21196,9,0,1,group_1,user_0_3
21197,4,24,0,group_1,user_0_6
21198,31,4,4,group_1,user_0_0
21204,46,2,2,group_1,user_0_5
21205,29,9,3,group_1,user_0_0
21211,8,28,3,group_1,user_0_5
21212,25,0,2,group_1,user_0_9
21213,32,38,4,group_1,user_0_2
21214,24,7,2,group_1,user_0_6
21215,19,33,0,group_1,user_0_1
21218,20,38,2,group_1,user_0_8
21219,30,9,3,group_1,user_0_4
21220,3,25,1,group_1,user_0_6
21221,47,36,3,group_1,user_0_2
21222,25,9,4,group_1,user_0_8
21223,24,9,3,group_1,user_0_1
21226,24,36,3,group_1,user_0_5
21227,48,9,3,group_1,user_0_9
21230,47,27,0,group_1,user_0_0
21232,9,38,3,group_1,user_0_6
21234,38,7,3,group_1,user_0_6
21237,3,27,3,group_1,user_0_4
21238,3,32,0,group_1,user_0_7
21240,34,0,2,group_1,user_0_2
21241,48,32,2,group_1,user_0_2
21243,32,36,2,group_1,user_0_2
21245,15,2,2,group_1,user_0_7
21247,42,36,1,group_1,user_0_2
21249,46,9,0,group_1,user_0_0
21254,3,32,1,group_1,user_0_0
21255,42,28,4,group_1,user_0_6
21259,9,7,0,group_1,user_0_0
21263,38,7,4,group_1,user_0_9
21267,31,32,1,group_1,user_0_3
21273,20,33,3,group_1,user_0_6
21274,34,9,1,group_1,user_0_2
21277,40,32,1,group_1,user_0_7
21279,47,24,3,group_1,user_0_6
21281,31,0,3,group_1,user_0_3
21282,20,38,4,group_1,user_0_3
21283,47,28,2,group_1,user_0_3
21284,34,38,4,group_1,user_0_3
21288,18,32,1,group_1,user_0_5
21289,15,25,2,group_1,user_0_9
21291,3,0,0,group_1,user_0_9
21297,3,27,1,group_1,user_0_1
21298,24,25,3,group_1,user_0_9
21300,47,4,0,group_1,user_0_1
21304,34,24,3,group_1,user_0_6
21306,42,28,3,group_1,user_0_2
21307,24,33,2,group_1,user_0_0
21309,13,38,4,group_1,user_0_1
21312,24,24,4,group_1,user_0_3
21313,46,0,3,group_1,user_0_8
21315,32,7,4,group_1,user_0_5
21323,40,33,2,group_1,user_0_3
21326,18,27,2,group_1,user_0_1
21329,40,36,2,group_1,user_0_4
21334,24,25,2,group_1,user_0_4
21336,4,2,3,group_1,user_0_2
21339,42,27,1,group_1,user_0_2
21340,47,4,2,group_1,user_0_9
21345,20,27,3,group_1,user_0_6
21346,31,27,4,group_1,user_0_7
21351,34,27,3,group_1,user_0_6
21353,32,36,4,group_1,user_0_6
21357,38,25,1,group_1,user_0_1
21364,9,7,4,group_1,user_0_1
21367,9,2,1,group_1,user_0_3
21368,20,28,2,group_1,user_0_3
21369,32,4,3,group_1,user_0_4
21371,18,36,1,group_1,user_0_0
21377,30,28,0,group_1,user_0_1
21378,18,2,2,group_1,user_0_8
21379,13,33,0,group_1,user_0_4
21380,38,32,2,group_1,user_0_8
21381,30,32,3,group_1,user_0_1
21383,42,2,1,group_1,user_0_3
21387,42,9,3,group_1,user_0_3
21389,8,25,4,group_1,user_0_3
21391,42,0,4,group_1,user_0_8
21400,13,2,0,group_1,user_0_3
21401,46,0,2,group_1,user_0_8
21402,3,4,1,group_1,user_0_2
21405,40,25,4,group_1,user_0_0
21406,3,27,0,group_1,user_0_1
21407,29,38,0,group_1,user_0_6
21414,34,2,1,group_1,user_0_5
21416,9,25,2,group_1,user_0_8
21417,40,24,1,group_1,user_0_8
21421,46,33,1,group_1,user_0_1
21426,30,24,4,group_1,user_0_0
21429,29,27,4,group_1,user_0_8
21431,31,38,4,group_1,user_0_4
21436,46,27,2,group_1,user_0_0
21437,40,4,3,group_1,user_0_6
21441,18,7,4,group_1,user_0_4
21442,19,0,1,group_1,user_0_6
21443,31,7,3,group_1,user_0_1
21444,40,27,4,group_1,user_0_7
21445,32,0,4,group_1,user_0_8
21446,31,27,2,group_1,user_0_6
21447,3,25,0,group_1,user_0_4
21450,19,2,0,group_1,user_0_3
21452,30,9,4,group_1,user_0_7
21454,32,28,1,group_1,user_0_2
21457,40,2,1,group_1,user_0_7
21461,20,32,0,group_1,user_0_5
21463,13,27,1,group_1,user_0_9
21464,34,32,0,group_1,user_0_3
21471,29,24,0,group_1,user_0_9
21473,18,33,0,group_1,user_0_1
21474,30,4,1,group_1,user_0_5
21477,32,27,1,group_1,user_0_5
21483,4,7,1,group_1,user_0_5
21486,3,38,0,group_1,user_0_3
21487,8,0,1,group_1,user_0_8
21489,32,32,2,group_1,user_0_7
21490,29,36,2,group_1,user_0_7
21491,31,27,1,group_1,user_0_5
21493,48,27,4,group_1,user_0_2
21496,8,33,1,group_1,user_0_2
21497,40,4,2,group_1,user_0_7
21498,32,4,4,group_1,user_0_8
21499,19,4,4,group_1,user_0_7
21500,4,4,1,group_1,user_0_2
21503,8,33,4,group_1,user_0_0
21504,47,28,0,group_1,user_0_9
21511,32,2,1,group_1,user_0_0
21524,38,36,1,group_1,user_0_2
21525,46,4,3,group_1,user_0_1
21527,15,38,2,group_1,user_0_2
21528,18,25,0,group_1,user_0_0
21538,31,25,3,group_1,user_0_2
21541,32,38,3,group_1,user_0_1
21544,9,7,1,group_1,user_0_2
21556,18,9,1,group_1,user_0_9
21560,15,28,1,group_1,user_0_2
21565,24,32,4,group_1,user_0_2
21574,38,0,1,group_1,user_0_8
21577,48,7,3,group_1,user_0_8
21578,20,7,1,group_1,user_0_5
21582,31,9,0,group_1,user_0_8
21584,24,0,1,group_1,user_0_0
21586,31,7,2,group_1,user_0_7
21594,9,27,1,group_1,user_0_0
21598,48,36,0,group_1,user_0_7
21600,32,9,3,group_1,user_0_1
21601,29,25,2,group_1,user_0_3
21602,13,7,2,group_1,user_0_7
21603,15,38,0,group_1,user_0_9
21605,13,9,3,group_1,user_0_1
21607,19,27,3,group_1,user_0_6
21609,19,38,1,group_1,user_0_1
21610,13,32,3,group_1,user_0_7
21611,29,32,4,group_1,user_0_4
21612,38,7,2,group_1,user_0_7
21613,40,7,1,group_1,user_0_1
21616,4,25,4,group_1,user_0_6
21622,34,28,0,group_1,user_0_7
21625,13,9,1,group_1,user_0_1
21631,25,9,1,group_1,user_0_1
21633,18,27,3,group_1,user_0_3
21641,25,7,1,group_1,user_0_0
21642,40,38,0,group_1,user_0_3
21646,29,32,2,group_1,user_0_5
21650,48,28,0,group_1,user_0_6
21651,29,25,1,group_1,user_0_0
21654,48,32,0,group_1,user_0_5
21659,20,24,3,group_1,user_0_9
21661,25,2,1,group_1,user_0_6
21662,31,7,4,group_1,user_0_1
21668,47,7,4,group_1,user_0_7
21670,30,25,1,group_1,user_0_5
21671,34,7,2,group_1,user_0_8
21673,30,32,4,group_1,user_0_3
21677,29,32,0,group_1,user_0_8
21678,4,36,1,group_1,user_0_5
21680,38,27,2,group_1,user_0_5
21681,19,28,2,group_1,user_0_1
21682,38,33,2,group_1,user_0_5
21683,46,28,4,group_1,user_0_2
21685,4,33,1,group_1,user_0_7
21688,32,33,3,group_1,user_0_3
21693,47,9,4,group_1,user_0_2
21698,31,28,2,group_1,user_0_4
21703,40,4,0,group_1,user_0_2
21704,42,33,2,group_1,user_0_3
21705,32,0,2,group_1,user_0_5
21706,34,27,1,group_1,user_0_0
21708,34,38,0,group_1,user_0_3
21710,15,25,1,group_1,user_0_9
21717,15,33,0,group_1,user_0_1
21720,30,36,3,group_1,user_0_8
21721,24,27,2,group_1,user_0_5
21725,47,25,3,group_1,user_0_9
21732,19,36,3,group_1,user_0_6
21733,25,4,2,group_1,user_0_2
21736,19,28,0,group_1,user_0_5
21744,40,33,1,group_1,user_0_1
21750,8,24,4,group_1,user_0_6
21753,38,27,3,group_1,user_0_4
21754,13,27,4,group_1,user_0_9
21759,24,38,3,group_1,user_0_3
21763,19,24,1,group_1,user_0_9
21765,48,33,1,group_1,user_0_4
21769,3,4,2,group_1,user_0_0
21788,34,25,2,group_1,user_0_2
21790,48,2,0,group_1,user_0_6
21793,15,24,0,group_1,user_0_0
21802,4,9,0,group_1,user_0_2
21803,40,38,4,group_1,user_0_6
21804,13,36,3,group_1,user_0_5
21806,31,38,2,group_1,user_0_1
21808,9,38,0,group_1,user_0_7
21811,8,28,4,group_1,user_0_6
21812,40,9,1,group_1,user_0_9
21816,48,33,0,group_1,user_0_9
21820,13,4,2,group_1,user_0_9
21823,15,32,0,group_1,user_0_1
21829,38,28,0,group_1,user_0_9
21832,15,24,3,group_1,user_0_7
21837,20,25,0,group_1,user_0_5
21841,3,28,2,group_1,user_0_5
21843,34,33,1,group_1,user_0_1
21848,3,25,2,group_1,user_0_6
21852,29,2,2,group_1,user_0_8
21856,18,33,2,group_1,user_0_5
21860,18,24,2,group_1,user_0_4
21874,30,27,4,group_1,user_0_3
21875,34,2,0,group_1,user_0_0
21877,9,25,4,group_1,user_0_0
21883,15,32,3,group_1,user_0_5
21885,46,25,4,group_1,user_0_3
21890,32,27,4,group_1,user_0_4
21894,4,28,4,group_1,user_0_4
21897,20,9,0,group_1,user_0_0
21900,25,36,1,group_1,user_0_6
21901,18,0,2,group_1,user_0_3
21902,46,24,0,group_1,user_0_7
21922,34,25,1,group_1,user_0_0
21925,24,27,0,group_1,user_0_8
21936,19,25,0,group_1,user_0_1
21939,4,27,3,group_1,user_0_9
21942,13,24,2,group_1,user_0_3
21954,20,4,2,group_1,user_0_3
21955,4,32,1,group_1,user_0_3
21958,4,33,3,group_1,user_0_4
21959,46,25,3,group_1,user_0_4
21962,18,4,3,group_1,user_0_1
21964,18,7,1,group_1,user_0_5
21965,3,36,0,group_1,user_0_8
21966,42,9,2,group_1,user_0_8
21967,24,9,1,group_1,user_0_2
21970,38,32,0,group_1,user_0_5
21971,3,9,2,group_1,user_0_4
21972,48,28,4,group_1,user_0_5
21979,3,28,1,group_1,user_0_0
21981,31,25,4,group_1,user_0_1
21984,48,33,3,group_1,user_0_7
21985,15,32,4,group_1,user_0_9
21989,3,2,0,group_1,user_0_2
21995,40,36,0,group_1,user_0_3
22000,25,24,1,group_1,user_0_3
22002,42,24,3,group_1,user_0_8
22008,38,25,3,group_1,user_0_8
22016,38,9,3,group_1,user_0_2
22026,42,4,3,group_1,user_0_2
22031,38,4,3,group_1,user_0_9
22033,30,27,1,group_1,user_0_2
22040,20,4,1,group_1,user_0_1
22046,3,7,1,group_1,user_0_3
22048,8,9,3,group_1,user_0_3
22053,15,0,2,group_1,user_0_2
22064,8,2,1,group_1,user_0_5
22065,38,33,4,group_1,user_0_5
22067,4,33,4,group_1,user_0_2
22074,24,27,4,group_1,user_0_3
22076,15,38,3,group_1,user_0_2
22084,32,36,3,group_1,user_0_9
22086,47,36,1,group_1,user_0_8
22096,31,28,3,group_1,user_0_4
22098,9,32,0,group_1,user_0_5
22100,30,36,4,group_1,user_0_9
22101,48,24,1,group_1,user_0_6
22102,9,2,3,group_1,user_0_4
22109,42,32,4,group_1,user_0_8
22110,32,36,1,group_1,user_0_1
22113,9,27,4,group_1,user_0_0
22122,40,0,3,group_1,user_0_2
22124,31,9,3,group_1,user_0_6
22128,38,36,2,group_1,user_0_6
22130,13,0,2,group_1,user_0_6
22132,18,36,4,group_1,user_0_5
22137,19,25,4,group_1,user_0_6
22139,47,9,2,group_1,user_0_9
22144,29,2,3,group_1,user_0_2
22145,15,28,3,group_1,user_0_4
22158,8,36,0,group_1,user_0_7
22159,20,0,3,group_1,user_0_3
22162,31,2,2,group_1,user_0_6
22163,34,36,3,group_1,user_0_7
22165,42,27,4,group_1,user_0_7
22167,18,28,4,group_1,user_0_4
22168,18,28,3,group_1,user_0_0
22172,18,25,1,group_1,user_0_4
22175,15,9,1,group_1,user_0_7
22178,34,28,3,group_1,user_0_8
22190,48,24,2,group_1,user_0_8
22200,47,38,2,group_1,user_0_7
22208,19,0,2,group_1,user_0_4
22210,32,7,0,group_1,user_0_2
22214,18,0,0,group_1,user_0_9
22215,47,32,0,group_1,user_0_9
22216,19,38,4,group_1,user_0_5
22217,48,33,4,group_1,user_0_8
22235,13,33,4,group_1,user_0_5
22237,32,28,0,group_1,user_0_0
22252,47,0,4,group_1,user_0_2
22255,18,36,0,group_1,user_0_4
22259,8,2,4,group_1,user_0_5
22263,48,36,4,group_1,user_0_5
22273,29,0,3,group_1,user_0_7
22276,13,0,0,group_1,user_0_2
22287,15,24,1,group_1,user_0_2
22292,13,32,0,group_1,user_0_8
22298,24,25,4,group_1,user_0_1
22310,47,7,0,group_1,user_0_8
22311,20,32,2,group_1,user_0_9
22316,9,32,4,group_1,user_0_9
22322,47,33,0,group_1,user_0_0
22324,8,32,1,group_1,user_0_1
22325,34,28,4,group_1,user_0_6
22331,19,9,1,group_1,user_0_3
22334,38,24,3,group_1,user_0_6
22335,48,27,0,group_1,user_0_5
22337,20,4,3,group_1,user_0_0
22340,47,32,1,group_1,user_0_6
22342,48,36,2,group_1,user_0_3
22343,4,38,1,group_1,user_0_9
22347,15,38,1,group_1,user_0_0
22353,42,28,0,group_1,user_0_8
22359,15,7,3,group_1,user_0_2
22363,47,2,4,group_1,user_0_6
22365,9,0,0,group_1,user_0_9
22366,20,24,4,group_1,user_0_1
22370,25,27,4,group_1,user_0_4
22377,40,24,3,group_1,user_0_1
22384,15,7,2,group_1,user_0_3
22387,48,32,3,group_1,user_0_4
22389,4,0,2,group_1,user_0_6
22392,38,4,4,group_1,user_0_6
22393,30,36,0,group_1,user_0_9
22394,24,33,3,group_1,user_0_9
22398,20,24,0,group_1,user_0_6
22406,46,33,2,group_1,user_0_7
22414,38,9,1,group_1,user_0_3
22415,48,9,1,group_1,user_0_5
22421,42,38,2,group_1,user_0_3
22423,9,32,2,group_1,user_0_9
22424,4,0,0,group_1,user_0_8
22425,47,27,3,group_1,user_0_4
22427,38,0,4,group_1,user_0_1
22429,31,24,1,group_1,user_0_4
22433,42,2,3,group_1,user_0_2
22440,31,32,3,group_1,user_0_1
22441,25,36,3,group_1,user_0_6
22442,25,38,3,group_1,user_0_0
22443,34,33,3,group_1,user_0_1
22448,46,24,3,group_1,user_0_0
22449,31,36,4,group_1,user_0_8
22455,29,2,0,group_1,user_0_9
22459,3,33,3,group_1,user_0_0
22464,48,7,0,group_1,user_0_8
22473,18,38,2,group_1,user_0_0
22474,9,36,2,group_1,user_0_7
22503,38,38,0,group_1,user_0_0
22507,46,27,1,group_1,user_0_5
22514,46,38,1,group_1,user_0_8
22516,34,24,4,group_1,user_0_2
22524,30,7,3,group_1,user_0_3
22535,24,2,1,group_1,user_0_6
22539,18,0,3,group_1,user_0_0
22540,40,33,3,group_1,user_0_7
22544,13,27,3,group_1,user_0_8
22545,38,24,4,group_1,user_0_4
22547,25,32,2,group_1,user_0_7
22550,24,38,1,group_1,user_0_7
22564,25,7,3,group_1,user_0_9
22567,42,7,1,group_1,user_0_3
22574,32,32,0,group_1,user_0_2
22584,18,25,3,group_1,user_0_3
22585,46,33,0,group_1,user_0_2
22588,38,25,2,group_1,user_0_4
22589,46,28,1,group_1,user_0_7
22596,48,24,3,group_1,user_0_6
22605,47,24,1,group_1,user_0_7
22611,48,25,4,group_1,user_0_9
22619,19,36,1,group_1,user_0_2
22622,4,2,4,group_1,user_0_9
22623,19,7,3,group_1,user_0_8
22630,48,32,4,group_1,user_0_7
22634,47,7,1,group_1,user_0_2
22640,15,38,4,group_1,user_0_7
22663,46,4,4,group_1,user_0_5
22677,30,28,3,group_1,user_0_4
22687,8,38,1,group_1,user_0_6
22697,48,2,1,group_1,user_0_2
22712,9,24,2,group_1,user_0_3
22714,46,38,2,group_1,user_0_6
22722,18,38,3,group_1,user_0_7
22728,29,28,2,group_1,user_0_9
22734,25,32,0,group_1,user_0_7
22741,24,4,3,group_1,user_0_2
22753,38,32,3,group_1,user_0_8
22757,46,2,1,group_1,user_0_0
22761,47,4,1,group_1,user_0_5
22766,18,38,0,group_1,user_0_1
22770,40,0,1,group_1,user_0_1
22786,8,33,2,group_1,user_0_4
22795,25,33,4,group_1,user_0_8
22796,15,25,4,group_1,user_0_4
22800,18,7,2,group_1,user_0_8
22818,32,38,1,group_1,user_0_7
22822,42,38,1,group_1,user_0_7
22825,20,25,2,group_1,user_0_2
22836,18,27,1,group_1,user_0_5
22848,15,27,0,group_1,user_0_3
22850,13,7,4,group_1,user_0_9
22851,48,27,3,group_1,user_0_6
22854,48,2,4,group_1,user_0_9
22861,30,0,0,group_1,user_0_2
22866,25,32,3,group_1,user_0_3
22878,24,9,4,group_1,user_0_0
22890,19,9,0,group_1,user_0_4
22896,42,36,3,group_1,user_0_0
22898,40,7,2,group_1,user_0_7
22916,31,24,3,group_1,user_0_2
22923,46,4,0,group_1,user_0_8
22931,8,32,3,group_1,user_0_0
22935,15,27,4,group_1,user_0_9
22941,13,25,0,group_1,user_0_7
22955,9,27,2,group_1,user_0_9
22958,25,28,4,group_1,user_0_0
22979,8,24,3,group_1,user_0_6
22991,30,4,0,group_1,user_0_0
23003,3,2,1,group_1,user_0_7
23007,3,4,4,group_1,user_0_7
23017,47,2,2,group_1,user_0_2
23026,18,25,2,group_1,user_0_7
23030,29,28,1,group_1,user_0_8
23038,24,0,0,group_1,user_0_9
23040,20,27,0,group_1,user_0_9
23055,4,32,2,group_1,user_0_1
23060,18,9,0,group_1,user_0_8
23064,31,28,4,group_1,user_0_4
23065,9,36,0,group_1,user_0_7
23066,25,33,3,group_1,user_0_0
23085,38,24,0,group_1,user_0_3
23099,25,2,3,group_1,user_0_1
23114,20,2,1,group_1,user_0_9
23154,38,4,0,group_1,user_0_4
23156,19,28,3,group_1,user_0_4
23159,15,4,2,group_1,user_0_7
23162,48,0,4,group_1,user_0_4
23164,30,0,2,group_1,user_0_2
23180,25,25,4,group_1,user_0_3
23182,8,0,4,group_1,user_0_8
23202,46,0,1,group_1,user_0_4
23203,8,24,0,group_1,user_0_7
23214,30,0,1,group_1,user_0_2
23216,20,7,2,group_1,user_0_9
23232,34,38,1,group_1,user_0_3
23235,46,32,4,group_1,user_0_1
23237,47,36,4,group_1,user_0_1
23244,13,36,2,group_1,user_0_4
23247,3,24,4,group_1,user_0_9
23252,9,28,0,group_1,user_0_9
23281,40,2,2,group_1,user_0_8
23293,20,33,0,group_1,user_0_0
23295,31,25,2,group_1,user_0_9
23297,46,9,1,group_1,user_0_7
23310,20,27,2,group_1,user_0_1
23327,19,7,4,group_1,user_0_8
23331,34,24,0,group_1,user_0_7
23333,20,9,2,group_1,user_0_8
23336,13,7,1,group_1,user_0_2
23362,18,25,4,group_1,user_0_0
23397,42,24,0,group_1,user_0_3
23428,48,4,3,group_1,user_0_3
23435,29,0,2,group_1,user_0_0
23436,42,36,4,group_1,user_0_2
23438,15,33,4,group_1,user_0_7
23457,47,24,2,group_1,user_0_5
23460,30,9,2,group_1,user_0_3
23479,25,24,3,group_1,user_0_3
23486,18,33,1,group_1,user_0_3
23495,30,4,3,group_1,user_0_0
23524,48,7,4,group_1,user_0_3
23529,48,9,2,group_1,user_0_3
23531,25,2,0,group_1,user_0_9
23539,20,2,0,group_1,user_0_1
23542,19,25,2,group_1,user_0_5
23546,20,7,4,group_1,user_0_6
23549,13,33,2,group_1,user_0_2
23563,46,7,2,group_1,user_0_9
23564,13,24,3,group_1,user_0_8
23566,18,28,0,group_1,user_0_9
23574,9,9,0,group_1,user_0_5
23577,19,38,0,group_1,user_0_9
23582,47,9,1,group_1,user_0_9
23664,46,2,4,group_1,user_0_4
23667,48,7,1,group_1,user_0_0
23676,34,33,0,group_1,user_0_9
23693,3,32,3,group_1,user_0_1
23709,38,36,0,group_1,user_0_5
23725,24,7,4,group_1,user_0_5
23741,18,24,4,group_1,user_0_0
23750,46,27,0,group_1,user_0_0
23755,20,38,0,group_1,user_0_3
23758,34,7,4,group_1,user_0_0
23792,32,33,0,group_1,user_0_4
23799,3,9,0,group_1,user_0_7
23803,32,27,3,group_1,user_0_4
23815,4,33,0,group_1,user_0_3
23826,34,0,0,group_1,user_0_7
23834,38,28,4,group_1,user_0_0
23838,30,24,3,group_1,user_0_8
23849,19,27,2,group_1,user_0_8
23870,40,36,3,group_1,user_0_0
23880,32,24,2,group_1,user_0_6
23890,32,2,3,group_1,user_0_3
23915,47,25,2,group_1,user_0_4
23944,42,9,1,group_1,user_0_9
23956,32,7,3,group_1,user_0_8
24000,29,4,2,group_1,user_0_7
24046,9,0,4,group_1,user_0_5
24057,4,25,3,group_1,user_0_2
24074,9,36,3,group_1,user_0_7
24078,38,2,2,group_1,user_0_1
24096,13,4,3,group_1,user_0_4
24134,30,2,2,group_1,user_0_0
24142,42,0,3,group_1,user_0_5
24168,46,24,4,group_1,user_0_1
24169,48,0,1,group_1,user_0_2
24186,9,25,0,group_1,user_0_2
24187,4,38,4,group_1,user_0_1
24202,18,28,2,group_1,user_0_6
24230,9,38,2,group_1,user_0_2
24298,42,4,2,group_1,user_0_4
24360,47,32,3,group_1,user_0_8
24377,3,33,1,group_1,user_0_8
24423,24,2,0,group_1,user_0_3
24439,8,7,1,group_1,user_0_0
24440,13,32,2,group_1,user_0_3
24441,20,25,3,group_1,user_0_8
24443,4,36,2,group_1,user_0_8
24444,34,25,0,group_1,user_0_9
24474,13,2,4,group_1,user_0_4
24479,47,7,3,group_1,user_0_2
24482,9,9,2,group_1,user_0_5
24515,24,24,2,group_1,user_0_7
24527,4,28,0,group_1,user_0_8
24548,8,24,2,group_1,user_0_2
24564,8,7,2,group_1,user_0_9
24600,46,32,2,group_1,user_0_8
24642,20,36,0,group_1,user_0_3
24701,9,2,4,group_1,user_0_8
24740,29,32,3,group_1,user_0_6
24820,32,9,1,group_1,user_0_0
24883,32,7,1,group_1,user_0_3
24939,29,36,0,group_1,user_0_9
24949,29,9,2,group_1,user_0_2
24977,4,32,4,group_1,user_0_6
25014,3,7,0,group_1,user_0_9
25143,4,24,3,group_1,user_0_1
25173,29,7,0,group_1,user_0_7
25210,29,27,1,group_1,user_0_0
25215,9,7,2,group_1,user_0_9
25235,19,7,1,group_1,user_0_9
25263,18,32,2,group_1,user_0_1
25294,31,24,2,group_1,user_0_1
25299,15,28,2,group_1,user_0_6
25360,32,28,3,group_1,user_0_3
25398,13,2,3,group_1,user_0_6
25416,4,4,2,group_1,user_0_9
25442,42,4,0,group_1,user_0_5
25563,34,2,4,group_1,user_0_5
25568,47,28,3,group_1,user_0_1
25679,9,28,3,group_1,user_0_5
